16,1,0.0025414,0.20003
16,1,0.0025436,0.20004
16,1,0.0025475,0.20004
16,1,0.0025492,0.20004
16,1,0.0025507,0.20005
16,1,0.002552,0.20005
16,1,0.0025529,0.20005
16,1,0.002554,0.20005
16,1,0.0025546,0.20005
16,1,0.0025524,0.20005
16,1,0.0025536,0.20006
16,1,0.0025536,0.20006
16,1,0.0025522,0.20006
16,1,0.0025517,0.20006
16,1,0.002551,0.20006
16,1,0.00255,0.20006
16,1,0.0025493,0.20006
16,1,0.0025454,0.20006
16,1,0.0025421,0.20006
16,1,0.0025401,0.20006
16,1,0.0025379,0.20006
16,1,0.0025353,0.20006
16,1,0.0025324,0.20006
16,1,0.0025295,0.20006
16,1,0.0025261,0.20005
16,1,0.0025227,0.20005
16,1,0.0025153,0.20005
16,1,0.0025115,0.20005
16,1,0.0025074,0.20005
16,1,0.0025032,0.20005
16,1,0.0024989,0.20005
16,1,0.0024942,0.20005
16,1,0.00249,0.20005
16,1,0.0024802,0.20005
16,1,0.0024748,0.20005
16,1,0.002469,0.20004
16,1,0.002463,0.20004
16,1,0.0024572,0.20004
16,1,0.0024513,0.20004
16,1,0.0024454,0.20004
16,1,0.0024389,0.20004
16,1,0.0024254,0.20004
16,1,0.0024182,0.20003
16,1,0.0024113,0.20003
16,1,0.0024037,0.20003
16,1,0.0023962,0.20003
16,1,0.0023881,0.20003
16,1,0.0023799,0.20002
16,1,0.0023636,0.20002
16,1,0.0023558,0.20002
16,1,0.0023474,0.20002
16,1,0.0023388,0.20001
16,1,0.002329,0.20001
16,1,0.0023191,0.20001
16,1,0.0023092,0.20001
16,1,0.0022995,0.2
16,1,0.0022895,0.2
16,1,0.002268,0.2
16,1,0.0022571,0.2
16,1,0.0022463,0.19999
16,1,0.0022353,0.19999
16,1,0.0022238,0.19999
16,1,0.0022127,0.19998
16,1,0.0022002,0.19998
16,1,0.0021763,0.19998
16,1,0.002164,0.19997
16,1,0.0021519,0.19997
16,1,0.0021394,0.19997
16,1,0.0021251,0.19996
16,1,0.0021114,0.19996
16,1,0.0020978,0.19996
16,1,0.0020847,0.19995
16,1,0.0020565,0.19995
16,1,0.0020423,0.19995
16,1,0.0020275,0.19994
16,1,0.0020134,0.19994
16,1,0.001998,0.19994
16,1,0.001983,0.19993
16,1,0.0019679,0.19993
16,1,0.0019384,0.19992
16,1,0.0019223,0.19992
16,1,0.0019059,0.19992
16,1,0.0018904,0.19991
16,1,0.0018738,0.19991
16,1,0.0018573,0.19991
16,1,0.001841,0.1999
16,1,0.0018247,0.1999
16,1,0.0017914,0.19989
16,1,0.0017743,0.19989
16,1,0.0017577,0.19989
16,1,0.0017405,0.19988
16,1,0.0017223,0.19988
16,1,0.0017047,0.19988
16,1,0.001687,0.19987
16,1,0.0016695,0.19987
16,1,0.0016344,0.19986
16,1,0.0016166,0.19986
16,1,0.0015981,0.19986
16,1,0.0015796,0.19985
16,1,0.0015624,0.19985
16,1,0.0015444,0.19985
16,1,0.0015258,0.19984
16,1,0.0015069,0.19984
16,1,0.0014698,0.19983
16,1,0.001451,0.19983
16,1,0.0014324,0.19982
16,1,0.0014147,0.19982
16,1,0.001396,0.19982
16,1,0.0013774,0.19981
16,1,0.0013588,0.19981
16,1,0.0013219,0.1998
16,1,0.0013024,0.1998
16,1,0.0012844,0.1998
16,1,0.0012668,0.1998
16,1,0.0012484,0.19979
16,1,0.0012309,0.19979
16,1,0.0012122,0.19979
16,1,0.0011943,0.19978
16,1,0.0011576,0.19978
16,1,0.0011403,0.19977
16,1,0.0011226,0.19977
16,1,0.0011043,0.19977
16,1,0.0010869,0.19976
16,1,0.0010692,0.19976
16,1,0.0010523,0.19976
16,1,0.0010348,0.19976
16,1,0.0010012,0.19975
16,1,0.00098324,0.19975
16,1,0.00096616,0.19974
16,1,0.00094945,0.19974
16,1,0.00093262,0.19974
16,1,0.00091634,0.19974
16,1,0.00089951,0.19973
16,1,0.00086646,0.19973
16,1,0.00085093,0.19972
16,1,0.00083496,0.19972
16,1,0.0008193,0.19972
16,1,0.0008034,0.19971
16,1,0.00078756,0.19971
16,1,0.00077152,0.19971
16,1,0.00075599,0.1997
16,1,0.00072616,0.1997
16,1,0.0007113,0.1997
16,1,0.00069583,0.19969
16,1,0.00068097,0.19969
16,1,0.00066686,0.19968
16,1,0.00065244,0.19968
16,1,0.00063789,0.19968
16,1,0.00061016,0.19967
16,1,0.00059642,0.19967
16,1,0.00058255,0.19967
16,1,0.00056881,0.19966
16,1,0.00055451,0.19966
16,1,0.0005407,0.19966
16,1,0.00052807,0.19965
16,1,0.00051563,0.19965
16,1,0.00048938,0.19965
16,1,0.00047668,0.19964
16,1,0.00046461,0.19964
16,1,0.0004526,0.19964
16,1,0.00044034,0.19964
