5,13,-0.00074516,0.22105,13.5
5,13,-0.00074516,0.22105,13.5
5,13,-0.00049328,0.22,13.502
5,13,-0.00049328,0.22,13.502
5,13,-0.00049315,0.22001,13.504
5,13,-0.00049315,0.22001,13.504
5,13,-0.00047222,0.22056,13.506
5,13,-0.00047222,0.22056,13.506
5,13,-0.00029886,0.22166,13.508
5,13,-0.00029886,0.22166,13.508
5,13,-0.0003433,0.221,13.51
5,13,-0.0003433,0.221,13.51
5,13,-0.00027902,0.221,13.512
5,13,-0.00027902,0.221,13.512
5,13,-8.3488e-05,0.22389,13.514
5,13,-8.3488e-05,0.22389,13.514
5,13,-8.3488e-05,0.22389,13.516
5,13,-8.3488e-05,0.22389,13.516
5,13,-8.4462e-05,0.22389,13.518
5,13,-8.4462e-05,0.22389,13.518
5,13,-0.00062124,0.22762,13.52
5,13,-0.00062124,0.22762,13.52
5,13,-0.00083362,0.22763,13.522
5,13,-0.00083362,0.22763,13.522
5,13,-0.001314,0.22076,13.524
5,13,-0.001314,0.22076,13.524
5,13,-0.0016605,0.2208,13.526
5,13,-0.0016605,0.2208,13.526
5,13,-0.00163,0.21988,13.528
5,13,-0.00163,0.21988,13.528
5,13,-0.0016149,0.21988,13.53
5,13,-0.0016149,0.21988,13.53
5,13,-0.0014485,0.22442,13.532
5,13,-0.0014485,0.22442,13.532
5,13,-0.0021706,0.22498,13.534
5,13,-0.0021706,0.22498,13.534
5,13,-0.0019446,0.22498,13.536
5,13,-0.0019446,0.22498,13.536
5,13,-0.0017423,0.22511,13.538
5,13,-0.0017423,0.22511,13.538
5,13,-0.0017376,0.22524,13.54
5,13,-0.0017376,0.22524,13.54
5,13,-0.0012642,0.22495,13.542
5,13,-0.0012642,0.22495,13.542
5,13,-0.0014002,0.22465,13.544
5,13,-0.0014002,0.22465,13.544
5,13,-0.001586,0.22398,13.546
5,13,-0.001586,0.22398,13.546
5,13,-0.0015859,0.22398,13.548
5,13,-0.0015859,0.22398,13.548
5,13,-0.0013543,0.2268,13.55
5,13,-0.0013543,0.2268,13.55
5,13,-0.002485,0.22686,13.552
5,13,-0.002485,0.22686,13.552
5,13,-0.002314,0.22617,13.554
5,13,-0.002314,0.22617,13.554
5,13,-0.0024631,0.2255,13.556
5,13,-0.0024631,0.2255,13.556
5,13,-0.0025742,0.22546,13.558
5,13,-0.0025742,0.22546,13.558
5,13,-0.0032187,0.22551,13.56
5,13,-0.0032187,0.22551,13.56
5,13,-0.0032187,0.22551,13.562
5,13,-0.0032187,0.22551,13.562
5,13,-0.0034252,0.22229,13.564
5,13,-0.0034252,0.22229,13.564
5,13,-0.003389,0.22229,13.566
5,13,-0.003389,0.22229,13.566
5,13,-0.0034016,0.22229,13.568
5,13,-0.0034016,0.22229,13.568
5,13,-0.003399,0.22234,13.57
5,13,-0.003399,0.22234,13.57
5,13,-0.0034312,0.22234,13.572
5,13,-0.0034312,0.22234,13.572
5,13,-0.0034648,0.22229,13.574
5,13,-0.0034648,0.22229,13.574
5,13,-0.0034642,0.22225,13.576
5,13,-0.0034642,0.22225,13.576
5,13,-0.0034758,0.22225,13.578
5,13,-0.0034758,0.22225,13.578
5,13,-0.0031013,0.22467,13.58
5,13,-0.0031013,0.22467,13.58
5,13,-0.0027768,0.22467,13.582
5,13,-0.0027768,0.22467,13.582
5,13,-0.0027827,0.2245,13.584
5,13,-0.0027827,0.2245,13.584
5,13,-0.0028921,0.2245,13.586
5,13,-0.0028921,0.2245,13.586
5,13,-0.0028589,0.2245,13.588
5,13,-0.0028589,0.2245,13.588
5,13,-0.0025399,0.22526,13.59
5,13,-0.0025399,0.22526,13.59
5,13,-0.0024822,0.22599,13.592
5,13,-0.0024822,0.22599,13.592
5,13,-0.0030429,0.22472,13.594
5,13,-0.0030429,0.22472,13.594
5,13,-0.0030419,0.22472,13.596
5,13,-0.0030419,0.22472,13.596
5,13,-0.0030292,0.22472,13.598
5,13,-0.0030292,0.22472,13.598
5,13,-0.0030158,0.22231,13.6
5,13,-0.0030158,0.22231,13.6
5,13,-0.0028208,0.2223,13.602
5,13,-0.0028208,0.2223,13.602
5,13,-0.0027509,0.22303,13.604
5,13,-0.0027509,0.22303,13.604
5,13,-0.0031125,0.22375,13.606
5,13,-0.0031125,0.22375,13.606
5,13,-0.0030965,0.22422,13.608
5,13,-0.0030965,0.22422,13.608
5,13,-0.0024993,0.22464,13.61
5,13,-0.0024993,0.22464,13.61
5,13,-0.0024978,0.22468,13.612
5,13,-0.0024978,0.22468,13.612
5,13,-0.0023882,0.22468,13.614
5,13,-0.0023882,0.22468,13.614
5,13,-0.0023882,0.22468,13.616
5,13,-0.0023882,0.22468,13.616
5,13,-0.002334,0.22528,13.618
5,13,-0.002334,0.22528,13.618
5,13,-0.0023986,0.22528,13.62
5,13,-0.0023986,0.22528,13.62
5,13,-0.0025931,0.22341,13.622
5,13,-0.0025931,0.22341,13.622
5,13,-0.0027424,0.22341,13.624
5,13,-0.0027424,0.22341,13.624
5,13,-0.0027424,0.22341,13.626
5,13,-0.0027424,0.22341,13.626
5,13,-0.0029875,0.22342,13.628
5,13,-0.0029875,0.22342,13.628
5,13,-0.0032455,0.22253,13.63
5,13,-0.0032455,0.22253,13.63
5,13,-0.0032777,0.22253,13.632
5,13,-0.0032777,0.22253,13.632
5,13,-0.0032647,0.22291,13.634
5,13,-0.0032647,0.22291,13.634
5,13,-0.0032979,0.22291,13.636
5,13,-0.0032979,0.22291,13.636
5,13,-0.003409,0.22248,13.638
5,13,-0.003409,0.22248,13.638
5,13,-0.0034869,0.22248,13.64
5,13,-0.0034869,0.22248,13.64
5,13,-0.003314,0.22473,13.642
5,13,-0.003314,0.22473,13.642
5,13,-0.0034128,0.22473,13.644
5,13,-0.0034128,0.22473,13.644
5,13,-0.0036908,0.22222,13.646
5,13,-0.0036908,0.22222,13.646
5,13,-0.0037676,0.22222,13.648
5,13,-0.0037676,0.22222,13.648
5,13,-0.0038472,0.2218,13.65
5,13,-0.0038472,0.2218,13.65
5,13,-0.0038919,0.22179,13.652
5,13,-0.0038919,0.22179,13.652
5,13,-0.0038608,0.22272,13.654
5,13,-0.0038608,0.22272,13.654
5,13,-0.0039065,0.22331,13.656
5,13,-0.0039065,0.22331,13.656
5,13,-0.0036684,0.22791,13.658
5,13,-0.0036684,0.22791,13.658
5,13,-0.0037666,0.22791,13.66
