10,1,0.00067172,0.19865
10,1,0.00068407,0.19868
10,1,0.00069028,0.19869
10,1,0.00069667,0.1987
10,1,0.00070244,0.19871
10,1,0.0007084,0.19872
10,1,0.00071448,0.19874
10,1,0.00072031,0.19875
10,1,0.0007321,0.19877
10,1,0.00073738,0.19878
10,1,0.00074302,0.19879
10,1,0.00074835,0.1988
10,1,0.00075375,0.19881
10,1,0.00075909,0.19882
10,1,0.00076361,0.19883
10,1,0.0007687,0.19884
10,1,0.00077788,0.19886
10,1,0.00078303,0.19887
10,1,0.00078724,0.19888
10,1,0.00079096,0.19889
10,1,0.00079449,0.1989
10,1,0.00079809,0.19891
10,1,0.00080187,0.19892
10,1,0.00080535,0.19893
10,1,0.00081173,0.19894
10,1,0.00081421,0.19895
10,1,0.00081693,0.19896
10,1,0.00081929,0.19897
10,1,0.00082115,0.19897
10,1,0.00082295,0.19898
10,1,0.00082456,0.19899
10,1,0.00082784,0.199
10,1,0.0008292,0.19901
10,1,0.00083007,0.19902
10,1,0.00083069,0.19902
10,1,0.00083094,0.19903
10,1,0.00083062,0.19904
10,1,0.00083032,0.19904
10,1,0.00083081,0.19905
10,1,0.00082945,0.19906
10,1,0.00082883,0.19906
10,1,0.00082765,0.19907
10,1,0.00082609,0.19907
10,1,0.00082448,0.19908
10,1,0.00082293,0.19908
10,1,0.00082089,0.19909
10,1,0.00081915,0.19909
10,1,0.00081369,0.1991
10,1,0.00081072,0.19911
10,1,0.00080687,0.19911
10,1,0.00080346,0.19912
10,1,0.00080012,0.19912
10,1,0.00079634,0.19912
10,1,0.00079218,0.19913
10,1,0.00078456,0.19914
10,1,0.00078097,0.19914
10,1,0.00077724,0.19915
10,1,0.00077011,0.19915
10,1,0.00076621,0.19915
10,1,0.00076026,0.19915
10,1,0.00075512,0.19916
10,1,0.00074985,0.19916
10,1,0.00073814,0.19917
10,1,0.00073237,0.19917
10,1,0.00072667,0.19917
10,1,0.00072004,0.19917
10,1,0.00071341,0.19918
10,1,0.00070678,0.19918
10,1,0.00070052,0.19918
10,1,0.00069389,0.19919
10,1,0.00067933,0.19919
10,1,0.00067264,0.19919
10,1,0.00066576,0.1992
10,1,0.00065801,0.1992
10,1,0.00065008,0.1992
10,1,0.00064227,0.1992
10,1,0.00063472,0.1992
10,1,0.00061786,0.19921
10,1,0.00060981,0.19921
10,1,0.00060157,0.19921
10,1,0.00059233,0.19922
10,1,0.00058335,0.19922
10,1,0.00057517,0.19922
10,1,0.000566,0.19922
10,1,0.00055633,0.19923
10,1,0.00053775,0.19923
10,1,0.00052802,0.19923
10,1,0.00051829,0.19923
10,1,0.00050856,0.19923
10,1,0.00049878,0.19924
10,1,0.0004888,0.19924
10,1,0.00047914,0.19924
10,1,0.00045906,0.19925
10,1,0.00044828,0.19925
10,1,0.00043831,0.19925
10,1,0.00042747,0.19925
10,1,0.00041657,0.19925
10,1,0.0004064,0.19926
10,1,0.00039563,0.19926
10,1,0.00038534,0.19926
10,1,0.00036397,0.19926
10,1,0.00035282,0.19927
10,1,0.00034179,0.19927
10,1,0.00033083,0.19927
10,1,0.00031949,0.19927
10,1,0.0003076,0.19927
10,1,0.00029688,0.19928
10,1,0.00028555,0.19928
10,1,0.0002635,0.19929
10,1,0.00025161,0.19929
10,1,0.00024021,0.19929
10,1,0.00022838,0.19929
10,1,0.00021661,0.1993
10,1,0.00020546,0.1993
10,1,0.00019302,0.1993
10,1,0.00018144,0.19931
10,1,0.00015704,0.19931
10,1,0.00014514,0.19932
10,1,0.00013307,0.19932
10,1,0.00012118,0.19932
10,1,0.00010917,0.19933
10,1,9.697e-05,0.19933
10,1,8.5515e-05,0.19933
10,1,7.369e-05,0.19934
10,1,4.8739e-05,0.19935
10,1,3.5551e-05,0.19935
10,1,2.3358e-05,0.19936
10,1,1.1532e-05,0.19936
10,1,-6.6342e-07,0.19936
10,1,-1.2424e-05,0.19937
10,1,-2.4988e-05,0.19937
10,1,-4.8882e-05,0.19938
10,1,-6.1628e-05,0.19939
10,1,-7.3571e-05,0.19939
10,1,-8.632e-05,0.1994
10,1,-9.8142e-05,0.1994
10,1,-0.00011033,0.19941
10,1,-0.00012234,0.19942
10,1,-0.00013416,0.19942
10,1,-0.00015717,0.19943
10,1,-0.00016923,0.19944
10,1,-0.0001808,0.19944
10,1,-0.00019311,0.19945
10,1,-0.00020468,0.19946
10,1,-0.00021624,0.19946
10,1,-0.00022781,0.19947
10,1,-0.00023906,0.19948
10,1,-0.00026151,0.19949
