1,8,0,-0.0044851,0.21627,-0.012272,0.2893,-15.413,-7.8246,-20.086,-7.0008,0.312,0.45,0.69299
1,24,0,-0.002371,0.22026,-0.0012639,0.29056,-6.6765,-0.79964,-20.086,-7.0008,0.232,0.423,1.0996
1,25,0,-0.0020769,0.20587,-0.0075205,0.28974,-19.47,-4.7901,-20.086,-7.0008,0.206,0.452,1.1148
1,42,0,-0.0046222,0.20703,-0.018382,0.28822,-33.309,-11.769,-20.086,-7.0008,0.235,0.376,0.979
1,57,0,-0.0027853,0.20729,-0.010721,0.28946,-20.907,-6.8339,-20.086,-7.0008,0.269,0.416,0.82775
1,71,0,-0.0028803,0.20745,-0.010535,0.28986,-21.134,-6.6871,-20.086,-7.0008,0.183,0.414,1.3331
1,73,0,-0.0085093,0.21853,-0.016072,0.28891,-24.662,-10.246,-20.086,-7.0008,0.179,0.393,1.3638
1,85,0,-0.002413,0.20558,-0.019846,0.28788,-23.389,-12.726,-20.086,-7.0008,0.25,0.341,0.97682
1,102,0,-0.0021569,0.20575,-0.0020912,0.29003,-20.555,-1.3306,-20.086,-7.0008,0.218,0.403,1.203
1,110,0,-0.0037851,0.21379,NaN,NaN,-15.347,NaN,-20.086,-7.0008,0.09,1.134,0.81704
2,6,0,0.0035658,0.21403,0.037563,0.2818,-15.742,-5.3337,-6.2932,-2.9674,0.424,0.548,0.5402
2,19,0,0.0027981,0.20736,0.03982,0.281,-9.1747,-3.8206,-6.2932,-2.9674,0.256,0.305,0.96792
2,28,0,0.0076824,0.21929,0.035769,0.28282,-8.2869,-6.64,-6.2932,-2.9674,0.194,0.374,1.2046
2,40,0,0.010155,0.21362,NaN,NaN,6.7118,NaN,-6.2932,-2.9674,0.437,0.974,0.72377
2,60,0,0.0038134,0.20712,0.038737,0.28136,-1.8234,-4.54,-6.2932,-2.9674,0.269,0.407,0.84106
2,69,0,0.0077652,0.21581,0.046656,0.27699,-3.8351,1.2169,-6.2932,-2.9674,0.279,0.384,0.87038
2,81,0,0.007409,0.21998,0.029779,0.285,-9.6589,-10.692,-6.2932,-2.9674,0.222,0.531,1.0478
2,94,0,0.0039143,0.21961,NaN,NaN,-18.713,NaN,-6.2932,-2.9674,0,1.291,0.72533
2,104,0,0.0050079,0.21658,NaN,NaN,-13.195,NaN,-6.2932,-2.9674,0,1.516,1.0165
2,115,0,0.014742,0.21709,0.056852,0.27011,10.785,9.0377,-6.2932,-2.9674,0.236,0.428,1.0182
3,9,0,0.010024,0.20881,0.06659,0.2607,-11.297,-12.35,-3.5192,-8.2836,0.28,0.434,0.79052
